@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0001479707,SCOPUS_ID:0001479707,2-s2.0-0001479707,"Plant plasticity, phenology, and herbivore dispersion: Wild parsnip and the parsnip webworm",Thompson J.N.,Ecology,00129658,58,5,1112-1119,1977-01-01,1977,10.2307/1936931,"The influence of plant plasticity on the dispersion of a specialized insect herbivore was analyzed in an 8- to 9-yr oldfield. The parsnip webworm,Depressaria pastinacella (Lepidoptera: Oecophoridae), is a specialist on the flowers and developing seeds of the biennial herb Fastinaca sativa (Umbelliferae). The dispersion and abundance of larvae on isolated plants in mixed vegetation was compared with that on plants in patches in which flowering conspecific density was between 30 and 40 plants per m 2 . On isolated plants the number of larvae per gram umbel was 50% higher at the peak of larval abundance, the cumulative proportion of plants attacked was 80% higher, and the cumulative proportion of umbels on each plant attacked was 40% higher than on high density plants. The dispersion of larvae within the study area was governed by the plastic response of plants to increasing plant density rather than by density per se. Successful oviposition was limited to unopened umbels. Isolated plants had more unopened umbels available at any one time and maintained this availability over a longer period of time than high density plants. Most umbels harbored only 1 larva. Hence, the number of umbels and the synchrony between presence of unopened umbels and moth oviposition period limited the number of early instar larvae. Within-plant dispersion of larvae was related to the patterns of umbel size and the phenological staggering of umbel appearance of each plant. Experimental introduction of larvae onto plants either synchronously or asynchronously revealed these patterns. Only large-diameter umbels supported >1 larva, and these umbels were more common on isolated plants. Staggering of umbel production (or its simulation with asynchronous introductions) led to less aggregation of later instar larvae, because larvae arriving early preempted sections of umbel.",38,Journal,ar,Article,100,2,2,Depressaria | Herbivore dispersion | Herbivore limitation | Illinois | Insecta | Lepidoptera | Pastinaca | Plant density | Plant plasticity | Population | Umbelliferae,20308,NA,undefined,NA,0,FALSE,13,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0001201698,SCOPUS_ID:0001201698,2-s2.0-0001201698,Energy allocation in annual and perennial lupines (Lupinus: Leguminosae),Pitelka L.,Ecology,00129658,58,5,1055-1065,1977-01-01,1977,10.2307/1936925,"The energy allocation patterns of 3 species of lupine, an annual, aperennial herb, and a shrub were investigated and related to life cycle differences as well as ecological differences among the species. All 3 species occur along the central California coast but differ in their specific environmental tolerances. The annual, Lupinus nanus, and the shrub, Lupinus arboreus, have high growth rates and photo-synthetic rates when compared with the perennial herb, Lupinus variicolor. The 3 species initially have similar energy allocation patterns, but they gradually diverge during the growing season. The annual ultimately devotes up to 61% of its energy to reproductive tissues and 29% to seeds alone, while only 3%-4% ends up in the roots. Its life cycle strategy and energy allocation pattern make it a poor competitor in stable environments, and it is only found in disturbed sites along the coast. The perennial herb may not reproduce in the 1st year, and in the 2nd year devotes only 18% of its energy to reproduction and only 5% to seeds. At least 40% of its energy is invested in its large taproot system where energy for future growth can be stored. Its prostrate growth form and low investment in reproduction are related to its restriction to the climatically stable but fairly harsh environment found on cool, windy bluffs. The shrub also may not reproduce in the 1st year but later devotes at least 20% of its energy to reproduction and 6% to seeds. It typically devotes ≈50% to stems, and this, along with its high growth rate, makes it a superior competitor, particularly in successional habitats away from the ocean bluffs. Its unusually short life span explains its fairly high reproductive effort as well as its absence from climax coastal communities. The 3 lupines have energy allocation patterns that fall within the patterns found for other plants with similar life cycle strategies except that the reproductive efforts are at the high ends of the respective ranges. Investments in seeds alone are more in line with previous findings and reveal that the lupines devote an unusually high percentage of their energy budgets to structures ancillary to reproduction.",82,Journal,ar,Article,100,1,1,Annuals | California | Coastal ecology | Energy allocation | Energy values | Life cycle strategy | Lupinus | Perennials | Reproductive effort | Reproductive strategy,20308,NSF,GB 27151,National Science Foundation,0,FALSE,14,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0001032495,SCOPUS_ID:0001032495,2-s2.0-0001032495,Statistical detection of density dependence from a series of sequential censuses,Slade N.,Ecology,00129658,58,5,1094-1102,1977-01-01,1977,10.2307/1936929,"The use of simple linear regression to estimate slopes of plots of N(t + 1) against N(t) as a test of density dependence has been criticized because such data violate the assumption of negligible measurement error in the independent variable and because they represent a time series rather than independent pairs of points. Of the several alternatives which have been suggested, ordinary and standard major axes and the coefficient of first-order autoregression behave in accordance with the logic of detecting density dependence in such plots. The power of the test of the slopes’ being equal to 1 depends on the magnitude of density-dependent and independent (random) influences and on the type of error, measurement or environmental. However, slopes of major axes appear to be unbiased estimators of the true slopes, when sequential population estimates include values sufficiently displaced from equilibrium conditions. If data follow a purely autoregressive process, density dependence can be detected without such displacement.",37,Journal,ar,Article,100,1,1,Autoregression | Density dependence | Density independence | Error regression | Major axes | Morris plots | Regression | Von Neuman’s ratio,20308,KU,3093-5038,University of Kansas,0,FALSE,15,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0000927992,SCOPUS_ID:0000927992,2-s2.0-0000927992,Multiple stable configurations in ordination of phytoplankton community change rates,Allen T.,Ecology,00129658,58,5,1076-1084,1977-01-01,1977,10.2307/1936927,"Relationships between a phytoplankton community and its environment were found by multivariate analysis of not species occurrences but rather the first difference of species weekly occurrences. Principal component analysis of 55 sample first differences in a 103-dimensioned species first-difference space was performed. Successive sample points described a community trajectory in first difference ordination space. This trajectory oscillated in several discrete ordination regions. The discrete regions of oscillation were first defined subjectively but between-region discontinuities were verified by reconstruction according to simple objective criteria. The regions of oscillation are taken to represent centers of community structure in multivariate species first difference space. Similar patterns of oscillation found in an ordination in environmental state space were likewise interpreted as centers of multivariate environmental structure. The objectively defined discontinuities on the environmental ordination show close correspondence to those on the community ordination. There are structural forces intrinsic to the community, and the community composition moves from one center of community structure to another only by the intervention of intermittent shifts in environmental structure. The shifts in the environment were indicated by the principal component analysis of estimates of the state of nine environmental parameters.",36,Journal,ar,Article,100,3,3,Community structure | Hierarchies | Multiple stability | Ordination | Phytoplankton | Species first difference | Succession,20308,NSF,AG-199,National Science Foundation,0,FALSE,16,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0000906117,SCOPUS_ID:0000906117,2-s2.0-0000906117,"Presettlement magnolia-beech climax of the gulf coastal plain: Quantitative evidence from the Apalachicola river bluffs, north-central Florida",Delcourt H.,Ecology,00129658,58,5,1085-1093,1977-01-01,1977,10.2307/1936928,"The presettlement vegetation mosaic bordering the Apalachicola River in the Panhandle of Florida, reconstructed from General Land Office Survey records of 1824-1825, consisted of upland pine-oak forest, open pine flatwoods, mesic hardwood hammock, tributary stream hardwoods, and Apalachicola floodplain swamp. Longleaf pine forest interspersed with blackjack, red, and post oaks occupied the sandy uplands east of the Apalachicola River. Alluvial terraces west of the river supported pine stands probably dominated by longleaf and slash pines. The mesic hammock forest of the river bluffs was comprised of an admixture of hardwood species, dominated by magnolia and beech. The tributary bottomlands community consisted primarily of bay, holly, and beech; the Apalachicola floodplain forest was dominated by bay, gum, and oak. The magnolia-beech forest of the Apalachicola River bluffs represents the second mesic upland magnolia-beech forest quantitatively documented for the original vegetation of the Gulf Coastal Plain and is the first such record for Florida. The concept of the magnolia-beech climax forest is reinstated here for the original vegetation of the southern Gulf and Atlantic coastal plains (the region of overlap in distributions of Magnolia grandiflora and Fagus grandifolia). Modern forest-management practices that include fire suppression and selective lumbering are causing both a shift from pine to hardwood dominance on sandy upland sites and a change from magnolia-beech to mixed hardwood dominance on mesic sites throughout the southern coastal plains. The “southern mixed hardwood forest climax” (sensu Quarterman and Keever 1962) thus represents a converging trend of modern and future vegetation of the South toward a new climax different from that existing in the presettlement vegetation.",36,Journal,ar,Article,100,2,2,Florida | General Land Office Survey | Hammock | Original vegetation | Southeastern United States | Witness trees,20308,NA,undefined,NA,0,FALSE,17,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0000769930,SCOPUS_ID:0000769930,2-s2.0-0000769930,Plant responses to the light penetrating snow,Richardson S.,Ecology,00129658,58,5,1152-1158,1977-01-01,1977,10.2307/1936936,"The spectral irradiance of light penetrating 198 cm of snow was measured with a device employing a photomultiplier tube combined with each of several interference filters. In deep snow, the measured peak in transmission was near 500 nm, but in older, shallower snow the peak shifted to 550 nm. On 2 dates, measurements were made periodically under snow before and after sunrise. There was a spectral shift toward the longer wavelengths with increasing height of the sun above the horizon. Germination of Lactuca sativa cv. Grand Rapids seeds was promoted by a 3-h exposure to the light penetrating 198 cm of snow, and Brassica nigra and Brassica kaber seeds responded similarly to longer exposures under deep snow. Leaf greening, leaf unfolding, and inhibition of shoot elongation were exhibited by Camassia quamash in response to light penetrating the snow, but phototropism was not observed in an experiment designed to detect it.",31,Journal,ar,Article,100,2,2,Etiolation | Germination | Light | Light spectra | Photoperiod | Photosynthesis | Phototropism | Phytochrome | Plants | Snow | Temperature | Utah,20308,"NASA",undefined,National Aeronautics and Space Administration,0,FALSE,18,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0000732457,SCOPUS_ID:0000732457,2-s2.0-0000732457,The development and movement of tree islands near the upper limit of tree growth in the southern rocky mount ains,Marr J.,Ecology,00129658,58,5,1159-1164,1977-01-01,1977,10.2307/1936937,"Dwarfed and deformed plants of tree species occur as ‘‘tree islands"" in a matrix of tundra vegetation near the upper limit of tree growth in the Southern Rocky Mountains. Many of these islands are asymmetrical, having a surface layer of dead branches to windward and some live branches to leeward. I made repeated observations of these islands in all seasons from 1956 to 1967 along a 1.75-km belt ≈20 m wide on Niwot Ridge in the Front Range west of Denver, Colorado. The location of islands was mapped on a transparent overlay on an aerial photograph, annual growth of stem tips was measured, and an abundance of notes and photographs was taken. Some tree islands of Engelmann spruce (Picea engelmannii) and subalpine fir (Abies lasiocarpa) are conspicuous because they grow in microsites in which no tree seedlings have been found, and which general observations suggest would be outside their environmental amplitude. These islands often have live branches connected to windward with dead branches, some of which have roots. These observations led to the hypothesis that some tree islands move along the ground climbing out of more moderate microsites in which a seed germinated and moving into microsites for which they are not well adapted. In this movement process, wind-exposed organs are killed, while leeward stems grow to leeward often taking root and forming an upright stem system in the process of ""stem tip layering."" Islands with interconnected live and dead stems to windward, illustrating movements of 5 m, are common; isolated dead stumps and wood fragments in a line extending to windward indicate that some islands may have moved at least 15 m. The origin of tree islands, support for the movement hypothesis, and other features of tree island ecology are discussed.",102,Journal,ar,Article,100,1,1,Alpine tundra | Colorado | Deformed | Forest-tundra ecotone | Layering branches | Rocky Mountains | Trees,20308,NA,undefined,NA,0,FALSE,19,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0000728035,SCOPUS_ID:0000728035,2-s2.0-0000728035,Competition and nest spacing in a tropical stingless bee community,Hubbell S.,Ecology,00129658,58,5,949-963,1977-01-01,1977,10.2307/1936917,"The density and dispersion patterns of nests of 5 stingless bee species are described for a tract of Costa Rican tropical dry forest. Features of suitable nest sites are analyzed, but it does not appear that nest site availability limits colony density or determines colony dispersion. Rather, food limitation is suggested by a linear relationship between the logarithm of colony biomass and the logarithm of foraging “home range.” Colonies were uniformly dispersed intraspecifically in 4 species. The pattern in a 5th species could not be distinguished from a random dispersion. Partial nest counts in 3 more species suggested a clumped dispersion in at least I species. The 4 species with uniform nest spacing all use pheromones for recruitment in foraging, whereas the remaining 4 species do not. The 3 most uniformly dispersed species are also intraspecifically aggressive at food sources. We propose that colony spacing is accomplished in these species by aggressive prevention of new colony establishment. The mechanism of colony spacing we propose has as essential elements: pheromone marking of potential nest sites; recruitment of workers; and aggression between workers from rival nests. This mechanism has been observed in operation in at least I of the species.",103,Journal,ar,Article,100,2,2,"Aggression | Bees, Stingless | Colony density | Colony dispersion | Competition | Costa Rica | Trigona | Tropical dry forest",20308,NSF,GB-33324,National Science Foundation,0,FALSE,20,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0000701607,SCOPUS_ID:0000701607,2-s2.0-0000701607,An analysis of elemental concentrations in vegetation bordering a southeastern united states coastal plain stream,Garten C.T.,Ecology,00129658,58,5,979-992,1977-01-01,1977,10.2307/1936919,"Mineral element concentrations were measured in the component parts of different species of plants from a floodplain community along a coastal plain stream in South Carolina, USA. Frequency distributions of concentrations of mineral elements were positively skewed, although distributions of P, K, Ca and B concentrations tended to be less skewed than those of some trace elements (Na, AI, Cs-137). Sources of variation in the elemental compositions of the major natural plant species of the floodplain were examined statistically. In herbaceous species (Scirpus cyperinus and Andropogon sp.), 52-56% of the variation in P, Mg, Mo and Na concentrations was accounted for by differences in the chemical composition of stems, leaves, roots and seeds. Seasonal variation in the mineral element composition of leaves from woody species was greater than that in stems. Concentrations of K, P, AI, Mo and Sr in leaves were significantly different among seasons in 3 woody species (Alnus serrulata, Myrica cerifera, Salix nigra). Mean concentrations of Ca, Na, AI, B, Mo and Sr in leaves tended to increase from spring to autumn, while K, Mg, N, P, Cu, Zn and Cs-137 concentrations declined. For macroelements (P, Mg, K, Ca and N) and some trace elements (B, Sr, Na and Mo), >50% of the variation in concentrations was accounted for by differences among 4 species (Polygonum punctatum, Scirpus cyperinus, Salix nigra, Sagittaria latifolia) while < 12% was explained by differences among 7 locations along the creek. Discriminant function analysis showed that K concentrations, which are low in the floodplain soils, contributed more than did concentrations of II other elements to species differences. Concentrations of elements were significantly correlated across species and locations from the floodplain community. A principal components analysis of elemental concentrations in leaves produced 2 components after varimax rotation. Principal component I was most highly correlated with concentrations of Ca and Sr, but many other elements were loaded on this component.",14,Journal,ar,Article,100,3,3,Correlations | Floodplain | Nutrients | Seasons | South Carolina | Southeast | Species | Variation,20308,UGA,undefined,University of Georgia,0,FALSE,21,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0000623644,SCOPUS_ID:0000623644,2-s2.0-0000623644,Understory structure of a Mesic forest in southeast Texas,Harcombe P.,Ecology,00129658,58,5,1144-1151,1977-01-01,1977,10.2307/1936935,"High species richness in the understory of mesic coastal plain forests prompted examination of the vertical structure of the understory of one such forest in southeast Texas, USA. Leaves and branches (<l-cm diam) were harvested by species in an 11-m vertical transect at 50 random locations. The following points about the lower 11 m are of interest: vertical distribution of leaf weight is relatively uniform; weight of small branches shows a maximum at 1 m and a minimum at 4 m; evergreen leaves are prevalent; offspring of overstory tree species contribute strongly to understory structure; the 2 dominant species occupy different parts of the understory; and although the vertical distribution of dominant and common species is random, they are well-dispersed vertically. The high species richness in the understory may be the result partly of the relatively large amount of light reaching the understory and partly of the tendency for species to occupy different positions in the understory.",25,Journal,ar,Article,100,2,2,Coastal plain | Shrubs | Southern mixed hardwoods | Species diversity | Stratification | Texas | Understory,20308,NA,undefined,NA,0,FALSE,22,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0000570523,SCOPUS_ID:0000570523,2-s2.0-0000570523,Effects of ammophila arenaria on sand dune arthropod communities,Slobodchikoff C.,Ecology,00129658,58,5,1171-1175,1977-01-01,1977,10.2307/1936939,"Ammophila arenaria, a grass commonly used to stabilize loose sand, disrupts the structure of sand dune arthropod communities. Total numbers of arthropods are related to percent cover of A. arenaria by a hypocycloid function, so that even low percentages of the grass cover strongly depress arthropod populations. Species area curves (plotted logarithmically) have consistently steeper slopes on dunes supporting A. arena ria, indicating fewer species and a smaller number of rare species than on natural dunes. Species (dominance) diversity of arthropods declines in an inverse linear fashion as the density of A. arenaria increases. In contrast, dune stabilization by native plants increases arthropod diversity and numbers.",51,Journal,ar,Article,100,2,2,Ammophila arenaria | Arthropod communities | California | Coelus ciliatus | Sand dunes | Species diversity,20308,NSF,BMS74-17924,National Science Foundation,0,FALSE,23,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0000348339,SCOPUS_ID:0000348339,2-s2.0-0000348339,Grazing effects of four marine intertidal herbivores on the microflora,Nicotri M.,Ecology,00129658,58,5,1020-1032,1977-01-01,1977,10.2307/1936922,"The impact of 4 species of intertidal gastropods (3 limpets and 1 periwinkle) on microalgal species composition and biomass has been evaluated and the degree of overlap of grazer diets has been examined. A series of clay pipes set in a mud flat became artificial substrates for diatom assemblages; grazers were added to the outside of these pipes after an initial period during which the flora developed. The mud proved to be an effective barrier to both immigration and emigration. All 4 gastropods selectively removed 3 diatom species from the pipes: Melosira moniliformis, Melosira nummuloides, and Fragilaria striatula var. californica. These species consist of long chains of moderate-sized cells that form an overstory within the diatom mat; a total of 130 additional species may be found within the diatom community. Selective removal may be facilitated by the chain morphology, by the location of these diatoms in the outermost portion of the mat, and by loose adhesion of these species to the rock surface. Diatoms with potentially tighter adhesion such as the stalked Achnanthes spp. are less affected by grazers. The abundance of 3 species of blue-green algae was little changed by grazing. All 4 grazers had remarkably similar diets, apparently using the same resource in about the same way. Data on the amount of chlorophyll a per m 2 on natural rock surfaces indicate that grazers greatly reduced microalgal standing crops. Differences in grazer zonation and use of macroalgae, coupled with increased food availability during reproductive seasons (winter and spring), allow continued coexistence of these very similar herbivores.",179,Journal,ar,Article,100,1,1,Benthic diatoms | Blue-green aglae | Collisella | Grazing | Intertidal community structure | Limpet | Littorina | Notoacmaea | Resource partitioning | Washington,20308,NSF,GA-41120 toR,National Science Foundation,0,FALSE,24,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0000135032,SCOPUS_ID:0000135032,2-s2.0-0000135032,Seasonal variation in thermoregulatory behavior and body temperature of diurnal Kalahari lizards,Huey R.,Ecology,00129658,58,5,1066-1075,1977-01-01,1977,10.2307/1936926,"We discuss seasonal variation in thermoregulatory behavior and its consequences on body temperature for 12 species of diurnal lizards in the southern Kalahari semidesert of Africa and also evaluate several methods of attempting to document thermoregulatory behavior using a descriptive data base. Lizards vary time of activity among seasons, which limits the variation in ambient conditions actually experienced. Ground-dwelling lizards and probably arboreal lizards move nonrandomly with respect to sun and shade; thus the percentage of lizards in sun is inversely proportional to air temperature. Arboreal lizards shift to higher perches at midday in summer and to logs or ground in winter thus decreasing and increasing incident heat loads, respectively. Both juveniles and adults of 3 species, only juveniles of 2 species, and only adults in 1 species are active in winter: both adults and juveniles of 6 species brumate [= hibernate]. Mean body temperature (T b ) varies within days and among months and is positively correlated with corresponding mean air temperature (T a ) in almost all species. Nonetheless, correlation and regression analysis suggests that thermoregulatory behaviors reduce the impact of variations in ambient conditions on Kalahari lizards. The mean Tb of different species reflect evolutionary relationships. In summer, mean T b is proportional to the percentage of lizards in sun and with the tendency of lizards to be active only in summer. Thus, lizards with inferred low optimal temperatures are active during more months of the year.",169,Journal,ar,Article,100,3,3,Activity cycles | Body temperature | Kalahari | Lizards | Microhabitat shifts | Reptilia | Thermoregulation,20308,NA,undefined,NA,0,FALSE,25,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0000035881,SCOPUS_ID:0000035881,2-s2.0-0000035881,On Whittaker’s components of diversity,Routledeg R.,Ecology,00129658,58,5,1120-1127,1977-01-01,1977,10.2307/1936932,"Suppose that the diversity of a collection of organisms is measured either by H’, the Shannon-Wiener index, or by 5, the species richness. For collections made from discrete habitat types, methods exist for decomposing such quantities into two components describing, respectively, the diversity within habitat types and the amount of turnover in the species composition between habitat types. The definitions of the components of H’ and.? are modified here to suit collections of organisms inhabiting a continuous gradient of habitat types. Since difficulties may arise in the evaluation of these components, however, an alternate set of components of s is also presented. Values of s and this latter set of components are presented for transect data obtained from salt marshes at latitudes from 44°40’N at Halifax, Nova Scotia, to 58°50’N at Churchill, Manitoba. A latitudinal diversity gradient is shown to be accompanied by a similar trend in the between-habitat component only. The lack of trend in the first component reduces the collection of possible causes of the diversity gradient.",60,Journal,ar,Article,100,1,1,Canada | Diversity | Gradient | Habitat | Niche | Salt marsh | Turnover,20308,NRC,undefined,National Research Council,0,FALSE,26,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0000012068,SCOPUS_ID:0000012068,2-s2.0-0000012068,"Demography and dispersal in island and mainland populations of the deer mouse, peromyscus maniculatus",Sullivan T.,Ecology,00129658,58,5,964-978,1977-01-01,1977,10.2307/1936918,"If dispersal is reduced on islands, then the demography of island populations of deer mice should be different from that of mainland populations. Areas of 1.1 hectare were periodically cleared of mice on Samuel Island (206 ha) and Saturna Island (3,102 ha) in the Gulf Islands of southwestern British Columbia. A similar experiment was conducted on the mainland at Maple Ridge, British Columbia. The average density of mice per hectare on Saturna (43.5) was 2x that on Samuel Island (22.0) and nearly 2.5x higher than that on the mainland (18.7). The reproductive rate, as measured by length of breeding season, number of successful pregnancies, proportion of breeding animals, and number of recruits surviving to breed, was much higher on Samuel Island than on either Saturna or the mainland. Survival was lowest on Samuel Island, with little difference between the mainland and Saturna Island. Mice on Samuel Island grew more than 5X faster than mainland animals, and Saturna growth rates were double those on the mainland. Dispersal (or colonization) rate was reduced on the two islands compared with that on the mainland. Recruitment of young animals occurred throughout the breeding season on the islands but was delayed until the end of breeding on the mainland. Seasonal changes in aggressiveness of the adult population may be sufficient but are not necessary to determine breeding density in deer mice. Regulatory processes in populations of Peromyscus maniculatus may be different on islands.",36,Journal,ar,Article,100,1,1,British Columbia | Colonization | Demography | Density changes | Dispersal | Islands | Peromyscus maniculatus | Population regulation | Reproductive rate | Rodentia,20308,NA,undefined,NA,0,FALSE,27,all,All Open Access
